application_id,discipline,papers_5y,citations_5y,h_index,research_years,prior_grants,institution_tier,overseas_experience,age_group,novelty_score,feasibility_score,frontier_score,methodology_score,expected_impact,budget_reasonableness,project_risk,data_availability,ethics_compliance,team_size,interdisciplinarity,collaboration_strength,platform_support,true_funding_probability,funded
APP-1104,交叉学科,28,448,28,30,6,省部级重点单位,无,资深,83.02,65.45,50.45,65.92,71.22,85.97,74.72,62.43,89.58,4,57.58,67.57,57.54,0.08857,0
APP-1105,生命科学,7,183,7,7,0,普通高校/机构,长期经历,中青年,84.15,67.12,63.27,66.0,78.87,52.94,67.67,89.49,94.97,2,40.78,58.63,74.1,0.10561,0
APP-1106,管理科学,17,646,20,16,4,普通高校/机构,无,中青年,78.72,64.5,55.86,53.95,50.01,61.73,51.97,81.31,76.08,8,46.22,34.17,89.68,0.25779,0
APP-1107,生命科学,6,53,10,7,1,省部级重点单位,短期交流,青年,71.32,73.72,74.29,49.4,73.82,72.37,65.27,71.58,98.87,8,34.48,62.55,79.61,0.19287,0
APP-1108,信息科学,11,227,15,11,1,普通高校/机构,短期交流,中青年,63.89,63.62,43.21,61.53,66.21,67.79,69.56,70.87,67.68,6,25.39,38.13,61.47,0.019,0
APP-1109,交叉学科,14,448,10,10,2,省部级重点单位,长期经历,中青年,70.93,76.1,70.12,67.51,68.0,55.9,77.67,69.82,87.9,5,79.66,37.25,94.2,0.09157,0
APP-1110,生命科学,9,105,16,12,2,普通高校/机构,无,中青年,93.5,75.63,77.96,70.24,60.2,75.39,48.25,90.58,73.09,5,63.12,42.24,72.2,0.64773,1
APP-1111,生命科学,5,106,12,1,1,双一流/国家级平台,无,青年,75.55,72.87,90.24,39.29,50.75,51.46,54.99,42.76,75.58,5,57.86,40.66,45.34,0.00764,0
APP-1112,信息科学,7,211,9,11,0,双一流/国家级平台,短期交流,中青年,70.61,73.12,78.21,46.2,46.56,75.52,17.89,81.57,82.6,7,38.52,58.21,64.93,0.34502,0
APP-1113,工程技术,5,121,9,4,1,省部级重点单位,短期交流,青年,79.33,62.07,89.32,83.68,71.13,82.76,40.37,62.38,78.01,6,54.5,54.94,60.32,0.56219,1
APP-1114,交叉学科,4,158,6,6,1,省部级重点单位,无,中青年,72.65,66.05,58.91,66.54,73.97,84.47,46.06,77.54,53.37,4,32.87,67.11,54.8,0.10382,0
APP-1115,交叉学科,12,262,24,15,4,普通高校/机构,短期交流,中青年,74.94,46.61,73.91,68.97,63.93,72.27,64.82,77.62,88.11,4,55.45,33.66,69.34,0.21434,0
APP-1116,生命科学,6,113,10,2,0,省部级重点单位,无,青年,68.79,68.32,34.56,51.67,65.76,92.13,47.64,81.0,89.8,1,62.67,57.47,32.06,0.06377,0
APP-1117,生命科学,11,106,17,15,5,普通高校/机构,短期交流,中青年,66.61,56.2,66.29,68.94,54.48,77.98,63.46,93.75,80.39,7,45.15,53.34,91.25,0.17343,0
APP-1118,管理科学,11,268,22,29,3,双一流/国家级平台,长期经历,资深,84.95,71.4,73.8,64.12,74.05,84.15,49.6,49.43,79.6,7,40.86,65.63,74.4,0.22402,1
APP-1119,信息科学,8,186,8,8,1,双一流/国家级平台,无,中青年,46.65,60.0,75.16,60.96,66.97,65.16,38.45,85.08,78.27,9,46.15,66.49,32.7,0.02713,0
APP-1120,交叉学科,4,53,8,2,0,双一流/国家级平台,无,青年,78.22,41.29,44.39,50.0,60.15,92.26,33.96,69.04,64.89,6,72.3,64.81,74.2,0.03021,0
APP-1121,工程技术,9,280,7,8,0,双一流/国家级平台,长期经历,中青年,65.8,100.0,62.15,57.71,79.86,73.96,63.81,63.09,63.83,6,60.03,44.18,71.54,0.12955,0
APP-1122,生命科学,7,356,4,4,0,双一流/国家级平台,短期交流,青年,47.23,66.76,64.24,94.64,76.32,92.92,42.43,100.0,90.04,7,23.86,62.44,88.91,0.15024,0
APP-1123,交叉学科,9,125,14,12,1,普通高校/机构,长期经历,中青年,59.33,90.26,61.56,64.46,41.43,90.3,1.47,80.53,92.65,5,70.47,52.76,93.31,0.4978,0
APP-1124,生命科学,8,108,12,9,0,双一流/国家级平台,无,中青年,71.53,62.62,78.88,79.27,66.79,77.09,62.71,63.74,87.97,6,66.87,85.66,96.17,0.14253,0
APP-1125,信息科学,7,95,7,1,0,省部级重点单位,长期经历,青年,73.32,93.77,64.75,66.45,50.67,78.87,31.41,84.36,85.79,8,59.74,63.99,59.28,0.55252,0
APP-1126,工程技术,13,89,12,10,0,普通高校/机构,无,中青年,81.62,53.88,69.49,64.94,68.23,71.84,51.39,69.31,89.83,7,88.91,63.43,73.19,0.33477,0
APP-1127,工程技术,11,839,18,14,4,省部级重点单位,无,中青年,82.5,72.46,60.66,60.73,15.57,64.17,33.72,63.51,89.16,4,56.48,38.94,55.83,0.27669,0
APP-1128,管理科学,11,170,12,13,3,普通高校/机构,无,中青年,51.89,54.71,83.97,86.49,69.15,81.14,50.29,60.91,74.15,5,64.61,51.37,80.63,0.40429,0
APP-1129,工程技术,7,89,10,5,0,普通高校/机构,短期交流,青年,76.91,100.0,85.09,73.85,77.39,80.53,0.0,74.57,84.22,5,65.39,66.66,27.26,0.92045,1
APP-1130,交叉学科,7,75,8,4,0,普通高校/机构,长期经历,青年,81.47,66.51,63.37,58.74,64.23,54.58,56.49,60.79,79.04,9,73.55,60.58,42.32,0.11998,0
APP-1131,交叉学科,7,121,16,13,2,普通高校/机构,短期交流,中青年,74.85,81.6,100.0,63.88,47.36,73.01,32.5,72.33,79.17,9,51.54,60.39,56.62,0.53297,0
APP-1132,工程技术,9,122,12,5,0,省部级重点单位,短期交流,青年,78.53,76.31,56.5,82.99,97.3,84.42,24.65,83.31,93.4,2,43.1,30.43,62.98,0.78721,1
APP-1133,生命科学,14,718,16,16,2,双一流/国家级平台,无,中青年,46.88,69.64,83.11,32.1,84.5,91.59,65.28,71.66,97.75,6,75.46,47.35,66.78,0.17934,0
APP-1134,管理科学,2,29,6,5,1,省部级重点单位,无,青年,59.13,77.25,53.73,73.04,57.5,82.7,47.63,99.65,58.54,8,74.43,57.05,85.66,0.11921,0
APP-1135,交叉学科,8,64,4,6,0,省部级重点单位,无,青年,89.76,89.03,79.6,75.99,61.82,55.79,58.8,70.2,79.45,4,81.5,83.63,52.95,0.56904,0
APP-1136,信息科学,12,352,12,17,3,普通高校/机构,无,中青年,68.36,79.35,78.43,59.25,34.3,61.35,35.51,90.24,78.93,11,64.31,27.96,42.03,0.48852,1
APP-1137,工程技术,3,78,7,5,0,省部级重点单位,无,青年,100.0,72.27,52.82,71.01,73.57,69.85,78.08,84.64,93.61,3,23.02,43.21,57.41,0.04478,0
APP-1138,信息科学,9,166,13,11,0,普通高校/机构,长期经历,中青年,55.38,77.27,66.04,75.53,44.09,90.79,41.31,92.88,67.5,7,59.28,27.83,53.7,0.2564,0
APP-1139,生命科学,2,95,5,6,0,双一流/国家级平台,短期交流,青年,92.33,96.81,96.02,53.0,76.66,66.72,82.84,99.58,52.1,4,56.67,67.86,73.4,0.25987,1
APP-1140,工程技术,10,230,9,9,2,普通高校/机构,短期交流,中青年,64.06,64.16,55.79,79.95,82.42,86.7,74.59,43.58,90.21,4,80.59,83.35,89.93,0.31005,0
APP-1141,信息科学,9,186,16,8,0,省部级重点单位,无,中青年,83.21,44.05,74.03,72.87,64.88,66.52,86.32,73.98,91.63,7,77.17,68.49,88.4,0.10559,0
APP-1142,管理科学,8,70,12,6,0,省部级重点单位,无,中青年,68.16,54.65,73.03,67.01,48.97,80.39,69.36,68.32,64.16,7,68.26,72.39,82.52,0.02913,0
APP-1143,交叉学科,6,47,11,14,1,省部级重点单位,无,中青年,73.5,55.69,67.37,70.36,85.98,62.72,37.87,71.67,80.76,4,14.54,43.42,54.32,0.04417,0
APP-1144,交叉学科,6,88,6,4,1,双一流/国家级平台,无,青年,79.74,57.66,42.03,78.19,66.03,71.67,51.05,64.04,97.3,8,39.5,68.65,61.25,0.12911,0
APP-1145,信息科学,10,104,14,11,1,普通高校/机构,无,中青年,64.03,58.14,80.43,99.11,67.49,60.42,45.94,61.85,71.22,8,48.71,48.1,71.22,0.15888,0
APP-1146,信息科学,7,186,7,5,0,双一流/国家级平台,无,青年,82.41,69.67,68.17,76.93,51.1,91.32,67.21,53.51,83.01,3,49.17,63.08,50.9,0.05853,0
APP-1147,管理科学,13,82,15,17,1,省部级重点单位,无,中青年,68.54,73.46,84.56,79.54,69.09,65.66,49.79,71.46,87.08,6,59.34,71.04,52.48,0.53964,0
APP-1148,管理科学,2,49,7,5,1,省部级重点单位,短期交流,青年,74.31,73.31,71.48,71.52,62.75,55.43,45.14,84.01,67.72,7,85.6,56.75,70.37,0.23932,1
APP-1149,工程技术,12,220,20,15,0,省部级重点单位,无,中青年,37.61,59.78,68.97,93.72,44.74,54.48,83.16,62.59,76.36,3,71.59,76.76,40.8,0.01974,0
APP-1150,交叉学科,13,257,12,4,1,双一流/国家级平台,无,青年,67.61,83.91,73.59,49.94,87.44,72.97,43.45,65.07,65.09,7,37.62,59.06,82.57,0.51156,0
APP-1151,生命科学,9,249,14,16,0,双一流/国家级平台,无,资深,88.43,77.48,53.19,46.41,94.15,68.5,43.26,59.53,80.35,6,39.43,66.93,57.17,0.60865,1
APP-1152,交叉学科,8,141,14,10,0,普通高校/机构,无,中青年,81.03,92.14,91.37,70.99,82.29,81.78,40.49,55.08,74.09,9,37.62,96.04,73.19,0.3956,0
APP-1153,生命科学,16,206,11,7,2,双一流/国家级平台,无,中青年,83.53,81.85,62.37,77.58,79.9,71.18,83.64,66.46,84.08,6,53.66,70.95,67.52,0.39389,0
APP-1154,生命科学,7,350,5,4,1,省部级重点单位,无,青年,72.69,65.11,62.56,35.53,94.24,87.99,53.76,75.15,88.35,6,72.11,48.51,85.32,0.08352,0
APP-1155,工程技术,2,54,8,7,0,省部级重点单位,短期交流,青年,93.79,88.28,87.38,68.96,49.24,69.38,68.61,88.86,95.89,3,75.28,53.35,27.82,0.82311,1
APP-1156,生命科学,6,347,5,6,2,双一流/国家级平台,无,青年,75.75,73.83,71.71,66.65,49.05,86.32,54.72,52.12,100.0,4,48.48,77.72,85.43,0.31204,0
APP-1157,生命科学,6,112,26,25,1,普通高校/机构,长期经历,资深,63.42,81.17,64.45,78.67,59.37,62.57,6.14,69.54,84.08,6,55.4,80.77,85.05,0.58738,0
APP-1158,生命科学,7,154,16,9,2,省部级重点单位,无,中青年,83.12,80.09,74.21,74.57,70.77,55.96,32.44,87.67,78.83,7,89.48,61.34,68.78,0.7516,1
APP-1159,信息科学,4,93,4,1,0,普通高校/机构,无,青年,83.99,68.26,77.39,45.49,61.32,64.12,57.78,52.32,78.25,5,26.3,34.51,72.86,0.01126,0
APP-1160,管理科学,9,223,11,11,1,普通高校/机构,无,中青年,80.18,71.45,66.22,54.96,49.68,60.46,60.55,89.01,72.35,4,68.76,44.9,74.14,0.20849,1
APP-1161,生命科学,11,174,18,13,2,双一流/国家级平台,无,中青年,66.76,68.16,81.83,58.51,66.09,59.11,30.31,63.42,86.48,6,66.6,65.25,48.68,0.47213,1
APP-1162,工程技术,7,166,13,6,1,普通高校/机构,无,青年,75.66,58.06,48.94,78.61,64.49,78.96,29.7,80.67,77.05,3,50.07,72.45,64.92,0.4569,0
APP-1163,交叉学科,6,373,6,6,2,普通高校/机构,长期经历,中青年,90.11,39.97,71.93,73.87,79.46,70.83,53.45,66.73,87.18,5,55.63,80.09,79.13,0.16007,0
APP-1164,生命科学,7,308,8,5,0,普通高校/机构,无,青年,78.21,60.29,80.0,60.93,66.71,75.7,76.53,76.88,72.67,9,64.4,25.42,33.61,0.0368,0
APP-1165,生命科学,7,310,8,5,0,省部级重点单位,短期交流,青年,52.79,72.79,77.33,70.88,35.53,80.33,6.94,94.14,77.34,6,50.11,77.69,72.01,0.37203,0
APP-1166,交叉学科,4,43,9,10,1,双一流/国家级平台,无,中青年,63.83,85.2,34.38,55.25,72.17,53.77,0.0,68.18,86.32,2,43.25,87.69,65.48,0.35182,0
APP-1167,交叉学科,8,81,8,2,0,双一流/国家级平台,无,青年,63.22,81.14,66.1,95.65,91.31,80.84,84.71,84.95,80.75,8,41.74,18.92,74.66,0.16545,0
APP-1168,工程技术,11,263,22,26,1,普通高校/机构,无,资深,62.19,66.09,49.79,76.47,66.46,59.54,19.39,74.12,62.8,8,93.24,61.9,42.38,0.0506,0
APP-1169,管理科学,7,257,12,12,1,省部级重点单位,无,中青年,44.55,60.48,87.29,79.22,81.79,67.08,41.89,58.21,81.85,6,47.19,75.64,51.36,0.08953,0
APP-1170,生命科学,5,86,16,17,2,省部级重点单位,无,资深,96.58,67.48,62.14,86.9,57.92,51.29,24.19,67.82,73.98,9,60.03,36.59,40.27,0.40155,0
APP-1171,信息科学,13,168,13,17,5,省部级重点单位,长期经历,中青年,60.61,56.35,85.62,82.21,75.05,81.85,43.95,66.88,93.81,3,71.71,53.01,40.08,0.28046,1
APP-1172,管理科学,18,876,22,31,5,普通高校/机构,短期交流,资深,61.55,40.39,49.74,69.41,54.09,53.73,47.28,48.82,91.71,6,51.77,72.08,78.13,0.00778,0
APP-1173,信息科学,5,187,10,4,0,普通高校/机构,长期经历,青年,46.76,48.37,73.86,66.6,62.06,59.6,82.21,76.89,59.17,5,56.72,52.59,53.99,0.00634,0
APP-1174,管理科学,9,382,12,13,1,省部级重点单位,无,中青年,83.26,89.25,68.12,85.75,62.18,60.47,81.7,79.87,90.01,5,66.05,55.45,52.74,0.23641,0
APP-1175,工程技术,12,185,24,17,1,省部级重点单位,短期交流,中青年,70.82,96.0,100.0,69.34,73.63,72.45,24.34,82.19,85.89,7,39.04,65.97,82.54,0.86306,1
APP-1176,管理科学,9,137,24,18,1,省部级重点单位,无,资深,67.44,80.56,85.67,59.26,52.81,72.09,11.84,91.45,67.16,6,25.27,40.94,58.16,0.19746,0
APP-1177,工程技术,9,356,8,6,0,省部级重点单位,短期交流,青年,68.13,69.19,84.71,94.57,42.56,83.74,59.99,84.31,90.78,6,41.39,42.8,80.38,0.11834,0
APP-1178,信息科学,0,25,16,7,1,双一流/国家级平台,长期经历,中青年,79.64,50.5,98.42,56.83,73.52,72.75,39.61,60.95,69.2,6,90.57,70.43,46.16,0.22836,0
APP-1179,生命科学,6,93,18,14,3,省部级重点单位,短期交流,中青年,65.76,67.74,72.26,46.45,72.92,85.59,35.54,64.15,93.45,6,44.5,79.08,58.11,0.51005,0
APP-1180,生命科学,8,96,6,4,0,普通高校/机构,长期经历,青年,46.14,78.57,66.51,81.91,67.8,78.55,73.7,82.58,75.54,10,58.61,69.17,48.6,0.07568,0
APP-1181,管理科学,7,112,9,17,3,双一流/国家级平台,短期交流,资深,55.21,81.62,64.8,59.49,80.93,62.65,14.87,75.85,66.82,7,29.48,86.5,73.31,0.40819,0
APP-1182,生命科学,5,212,8,2,0,双一流/国家级平台,无,青年,54.53,79.64,72.92,74.66,62.76,65.99,42.67,69.73,100.0,3,82.84,69.55,60.48,0.2412,0
APP-1183,生命科学,5,45,9,6,0,普通高校/机构,短期交流,青年,75.58,86.93,26.45,92.62,70.5,92.13,62.62,56.88,66.54,6,49.98,95.25,76.43,0.12936,0
APP-1184,生命科学,6,208,12,9,0,省部级重点单位,无,中青年,84.09,97.2,68.03,51.13,60.4,88.73,30.61,62.04,73.94,5,46.9,63.18,66.6,0.43932,1
APP-1185,生命科学,6,87,13,13,1,普通高校/机构,长期经历,中青年,91.06,64.33,71.4,68.47,61.86,83.89,79.19,78.74,75.9,7,53.33,66.55,30.92,0.02232,0
APP-1186,交叉学科,7,136,4,4,0,省部级重点单位,短期交流,青年,50.75,100.0,65.66,88.28,71.44,85.47,29.77,40.74,77.44,10,100.0,69.26,59.51,0.47803,1
APP-1187,信息科学,8,158,6,3,1,普通高校/机构,无,青年,80.06,41.72,45.04,77.86,100.0,79.58,62.5,34.9,88.99,1,64.83,50.7,37.9,0.0248,0
APP-1188,交叉学科,4,88,11,6,1,省部级重点单位,无,青年,64.0,59.1,65.75,66.66,77.88,78.02,36.13,80.4,82.58,7,52.86,48.03,69.89,0.2368,0
APP-1189,生命科学,10,174,11,10,0,普通高校/机构,无,中青年,100.0,72.8,44.99,100.0,74.78,74.6,4.64,62.0,92.04,5,0.0,45.8,73.44,0.56732,1
APP-1190,工程技术,8,130,15,15,3,省部级重点单位,无,资深,89.99,77.69,94.61,67.76,78.38,94.39,52.84,77.03,85.72,4,83.06,52.0,75.2,0.95687,1
APP-1191,信息科学,10,145,11,14,3,双一流/国家级平台,无,中青年,94.12,67.46,64.14,74.16,28.44,68.42,75.48,93.65,65.27,3,42.1,99.27,61.91,0.14452,0
APP-1192,信息科学,14,665,8,3,1,普通高校/机构,短期交流,青年,82.43,63.06,37.06,90.44,71.11,76.88,47.47,54.8,87.5,8,38.95,94.79,36.25,0.23279,0
APP-1193,交叉学科,8,177,6,6,1,双一流/国家级平台,无,中青年,76.96,100.0,64.9,81.75,80.57,53.5,37.44,44.96,84.34,10,40.74,56.1,67.56,0.56298,0
APP-1194,交叉学科,6,127,19,16,2,双一流/国家级平台,短期交流,资深,66.77,62.39,81.43,86.18,67.35,56.83,39.67,65.85,75.75,8,85.3,54.43,70.92,0.67214,1
APP-1195,交叉学科,12,162,13,14,3,双一流/国家级平台,无,中青年,64.21,55.73,70.64,57.31,65.31,95.78,60.72,59.73,100.0,4,55.16,23.36,60.9,0.23158,0
APP-1196,生命科学,2,51,5,2,0,普通高校/机构,无,青年,61.6,93.67,54.29,84.97,50.96,81.4,42.81,69.62,88.08,8,25.56,44.1,65.45,0.02729,0
APP-1197,信息科学,5,79,13,3,0,双一流/国家级平台,无,青年,80.03,81.89,57.83,71.2,59.07,71.45,66.76,78.07,91.42,7,51.92,47.43,31.91,0.25604,0
APP-1198,工程技术,11,375,22,24,3,普通高校/机构,长期经历,资深,92.29,85.33,63.7,59.3,52.66,74.94,57.73,74.9,91.77,4,39.37,54.09,65.13,0.16304,0
APP-1199,信息科学,14,173,18,19,0,普通高校/机构,无,资深,67.36,72.74,61.41,71.89,81.99,57.7,39.53,70.69,77.8,8,63.19,51.75,62.16,0.20964,0
APP-1200,管理科学,8,40,9,3,0,双一流/国家级平台,无,青年,62.61,50.74,49.11,71.47,90.03,68.86,83.79,85.87,88.33,7,48.27,65.87,43.38,0.01276,0
APP-1201,工程技术,15,312,22,30,4,省部级重点单位,无,资深,52.71,71.18,66.99,93.29,96.96,56.5,29.49,80.06,85.16,7,24.61,75.95,72.98,0.52598,0
APP-1202,工程技术,7,130,10,1,0,省部级重点单位,短期交流,青年,75.18,48.81,47.99,73.96,52.4,70.46,64.06,67.28,76.43,4,54.35,48.9,55.6,0.0053,0
APP-1203,交叉学科,6,94,12,6,0,普通高校/机构,无,青年,87.98,73.39,82.24,58.85,55.31,82.16,76.64,79.53,69.78,6,54.86,87.86,67.9,0.29753,0
APP-1204,管理科学,10,380,12,7,0,双一流/国家级平台,短期交流,中青年,88.63,79.15,84.07,55.85,54.0,79.44,59.58,46.82,82.24,6,30.93,68.22,72.3,0.04974,1
APP-1205,生命科学,12,42,4,12,1,省部级重点单位,短期交流,中青年,89.92,85.06,52.95,68.38,49.7,93.07,59.23,85.96,87.87,6,16.8,77.99,69.59,0.47437,0
APP-1206,生命科学,14,786,17,17,1,省部级重点单位,短期交流,中青年,77.4,68.71,57.25,51.5,49.96,77.54,60.61,70.33,82.16,6,61.65,54.09,41.21,0.07504,0
APP-1207,工程技术,10,417,12,15,1,双一流/国家级平台,无,资深,73.17,80.47,61.65,59.7,57.75,44.26,42.57,51.99,80.18,4,50.39,71.84,57.47,0.10639,0
APP-1208,工程技术,15,199,30,29,6,普通高校/机构,无,资深,88.67,57.35,67.53,65.83,79.99,97.41,6.4,63.75,82.27,5,51.7,70.16,100.0,0.63153,1
APP-1209,信息科学,8,130,13,6,0,普通高校/机构,无,青年,57.57,83.53,71.85,63.52,54.51,63.91,45.01,85.56,79.13,5,70.92,88.42,87.72,0.24985,1
APP-1210,信息科学,4,142,13,11,3,省部级重点单位,无,中青年,66.27,79.44,74.95,78.45,82.85,75.95,82.92,58.49,97.49,6,17.23,73.75,78.19,0.12818,0
APP-1211,管理科学,7,220,13,16,2,双一流/国家级平台,短期交流,中青年,94.24,58.8,74.6,59.41,87.88,75.22,75.37,76.16,84.7,4,57.21,77.37,68.66,0.16581,0
APP-1212,交叉学科,11,151,17,10,2,普通高校/机构,无,中青年,58.03,77.43,91.31,36.89,70.56,76.89,51.54,83.18,77.14,5,69.25,52.48,47.2,0.13917,0
APP-1213,工程技术,10,73,26,30,2,普通高校/机构,无,资深,71.55,85.26,68.91,47.08,85.67,74.58,65.12,70.37,63.92,3,52.35,83.53,61.24,0.12357,0
APP-1214,信息科学,12,972,21,14,0,普通高校/机构,无,中青年,80.21,71.1,48.46,68.77,44.22,74.79,56.63,57.03,80.03,3,27.68,39.03,56.82,0.03177,0
APP-1215,信息科学,5,223,6,1,1,双一流/国家级平台,无,青年,73.08,58.48,43.86,61.37,57.07,58.14,50.59,69.04,76.23,4,42.78,51.69,62.56,0.00952,0
APP-1216,工程技术,8,193,8,2,0,普通高校/机构,无,青年,86.94,72.49,92.54,52.92,69.03,100.0,52.85,48.86,75.86,6,46.97,67.06,39.41,0.21339,1
APP-1217,信息科学,14,316,17,18,0,省部级重点单位,短期交流,资深,91.83,77.73,75.64,94.46,69.57,81.82,71.56,62.67,91.43,7,24.42,41.25,80.23,0.51692,1
APP-1218,工程技术,15,449,29,27,0,双一流/国家级平台,无,资深,78.24,58.38,71.1,79.77,88.87,74.62,39.28,53.39,82.8,6,63.43,45.38,18.33,0.25512,1
APP-1219,工程技术,7,253,9,3,1,普通高校/机构,长期经历,青年,90.07,55.89,74.74,68.24,50.02,96.1,55.96,69.3,65.18,6,56.06,45.39,78.57,0.17669,1
APP-1220,生命科学,7,40,10,1,0,省部级重点单位,短期交流,青年,59.93,77.3,70.4,72.03,57.41,61.14,67.58,50.96,88.19,9,43.14,68.82,78.9,0.08148,1
APP-1221,生命科学,9,153,14,12,0,省部级重点单位,无,中青年,69.95,81.53,74.5,65.55,64.64,84.42,46.11,71.25,66.18,6,75.71,59.14,100.0,0.56247,0
APP-1222,生命科学,6,103,9,6,0,双一流/国家级平台,无,青年,100.0,100.0,62.41,52.7,57.7,67.34,61.62,86.99,88.93,7,45.56,79.35,59.75,0.50235,0
APP-1223,交叉学科,6,124,9,3,0,普通高校/机构,无,青年,97.26,79.32,83.83,82.4,49.32,78.83,79.34,87.93,77.25,4,85.6,95.85,55.16,0.73547,1
APP-1224,工程技术,12,406,24,20,3,普通高校/机构,无,资深,55.4,53.07,60.13,80.07,58.38,79.09,48.47,51.32,82.87,4,50.62,66.87,66.05,0.04988,0
APP-1225,生命科学,12,77,32,33,1,普通高校/机构,无,资深,71.83,98.56,54.45,43.29,62.07,45.96,43.01,60.01,81.75,9,36.91,52.79,73.52,0.0138,0
APP-1226,交叉学科,9,80,29,33,1,省部级重点单位,长期经历,资深,73.77,84.77,42.64,71.94,89.16,56.82,23.6,82.79,80.52,5,37.51,68.63,62.47,0.04363,0
APP-1227,工程技术,9,123,7,10,1,省部级重点单位,短期交流,中青年,77.41,41.93,64.43,73.38,49.68,93.04,28.07,80.56,84.1,6,57.82,45.88,43.89,0.37784,0
APP-1228,工程技术,8,192,8,1,0,普通高校/机构,无,青年,88.56,55.58,87.01,64.82,79.04,70.97,72.02,60.77,82.82,6,34.59,60.85,73.5,0.24731,0
APP-1229,交叉学科,16,546,25,33,6,普通高校/机构,无,资深,95.91,63.12,61.14,96.26,86.35,98.02,64.49,62.7,100.0,6,58.89,100.0,63.99,0.58905,1
APP-1230,生命科学,8,502,10,7,1,双一流/国家级平台,无,青年,72.49,81.73,47.32,94.85,57.8,89.72,30.2,71.23,84.24,5,47.99,58.34,46.86,0.60354,1
APP-1231,生命科学,7,130,9,6,0,普通高校/机构,长期经历,青年,86.59,36.69,72.27,64.09,70.16,71.36,64.12,42.5,84.47,9,47.53,67.45,36.38,0.04054,0
APP-1232,工程技术,23,762,26,33,6,普通高校/机构,无,资深,80.43,68.33,58.23,66.1,75.21,70.3,67.39,77.88,74.9,7,55.17,59.09,100.0,0.16065,1
APP-1233,生命科学,12,390,19,17,2,省部级重点单位,短期交流,中青年,71.73,80.93,91.22,64.58,72.58,93.78,68.71,86.25,85.81,6,76.09,54.63,78.14,0.8865,1
APP-1234,工程技术,16,452,31,26,1,普通高校/机构,短期交流,资深,49.92,30.32,84.12,61.05,67.31,99.24,93.31,64.16,71.76,6,45.14,70.66,73.51,0.00394,0
APP-1235,生命科学,3,83,5,2,0,普通高校/机构,无,青年,85.24,80.45,48.94,57.03,55.14,70.56,79.41,48.71,93.5,5,59.68,39.12,62.05,0.01657,0
APP-1236,生命科学,12,190,23,21,4,省部级重点单位,无,资深,79.87,82.14,65.39,75.59,76.6,92.46,36.18,91.19,67.16,7,64.89,59.01,75.73,0.52461,0
APP-1237,生命科学,8,87,20,11,2,普通高校/机构,无,中青年,77.06,58.15,56.67,94.5,60.01,86.36,64.87,73.29,73.56,11,31.8,37.57,46.11,0.03822,0
APP-1238,信息科学,13,127,20,16,2,省部级重点单位,长期经历,中青年,59.24,53.85,50.59,89.15,66.46,88.43,29.16,80.63,65.71,7,66.46,89.8,67.39,0.19386,1
APP-1239,生命科学,9,241,18,21,2,省部级重点单位,无,资深,97.47,57.93,67.16,79.26,68.81,75.21,100.0,50.18,86.2,7,72.31,79.77,68.13,0.04293,0
APP-1240,生命科学,10,203,18,17,0,省部级重点单位,短期交流,中青年,73.98,32.59,80.27,37.71,79.7,65.93,25.47,50.24,77.76,7,75.32,48.17,46.53,0.06439,0
APP-1241,交叉学科,6,105,14,11,3,普通高校/机构,短期交流,中青年,57.16,65.43,66.77,44.76,96.85,61.35,58.77,76.21,88.86,1,33.82,28.6,62.22,0.05772,0
APP-1242,信息科学,6,213,16,9,2,双一流/国家级平台,短期交流,中青年,55.07,73.07,60.26,82.83,54.2,58.35,50.04,85.41,72.24,9,35.22,70.83,56.98,0.06547,0
APP-1243,信息科学,10,184,13,6,1,普通高校/机构,无,中青年,80.81,52.93,34.91,90.05,66.84,96.93,48.67,53.06,87.31,5,54.91,61.21,51.01,0.08684,0
APP-1244,生命科学,16,176,16,26,3,省部级重点单位,无,资深,81.19,83.61,58.01,76.2,42.25,74.13,52.82,68.47,87.8,7,53.78,100.0,54.84,0.19193,0
APP-1245,信息科学,8,146,14,16,4,普通高校/机构,短期交流,中青年,65.98,71.44,76.28,65.03,89.7,60.26,77.24,46.19,84.12,6,56.39,87.23,34.98,0.18648,1
APP-1246,信息科学,1,82,5,1,1,省部级重点单位,无,青年,78.01,73.64,47.87,86.58,66.7,86.03,61.33,59.48,82.31,9,48.87,73.43,82.07,0.08714,0
APP-1247,工程技术,1,25,2,1,0,普通高校/机构,长期经历,青年,80.68,64.37,87.24,78.8,61.21,68.25,62.13,66.14,83.37,8,59.72,52.49,90.56,0.05004,0
APP-1248,生命科学,12,282,7,18,2,普通高校/机构,无,资深,73.82,80.4,59.25,83.79,66.84,66.19,84.64,77.33,72.89,4,4.92,57.29,48.25,0.08046,0
APP-1249,交叉学科,11,220,27,33,3,省部级重点单位,无,资深,62.88,88.07,70.91,44.86,67.64,98.82,47.63,38.41,71.25,8,69.16,67.44,82.87,0.06468,0
APP-1250,交叉学科,16,194,29,33,3,普通高校/机构,短期交流,资深,84.5,64.29,62.01,73.46,54.29,58.03,67.18,89.81,87.44,7,85.44,68.39,63.46,0.03192,0
APP-1251,生命科学,9,159,5,2,0,普通高校/机构,无,青年,82.89,80.65,50.36,92.07,85.01,76.82,32.7,67.44,78.31,7,44.94,49.26,63.83,0.58178,0
