application_id,discipline,predicted_funding_probability,ai_recommendation,confidence,project_risk,fairness_audit_share,routing,routing_reason,true_label,true_funding_probability
APP-1166,交叉学科,0.07235,建议不资助,0.85529,0.0,0.05151,fast_track,高置信且解释风险较低，可进入快速复核,0,0.35182
APP-1167,交叉学科,0.13438,建议不资助,0.73123,84.71,0.07047,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.16545
APP-1168,工程技术,0.44865,建议不资助,0.10269,19.39,0.05008,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.0506
APP-1169,管理科学,0.19111,建议不资助,0.61778,41.89,0.04715,regular_review,进入常规人工复核,0,0.08953
APP-1170,生命科学,0.47579,建议不资助,0.04841,24.19,0.03126,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.40155
APP-1171,信息科学,0.47954,建议不资助,0.04091,43.95,0.05274,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.28046
APP-1172,管理科学,0.0213,建议不资助,0.95739,47.28,0.04109,fast_track,高置信且解释风险较低，可进入快速复核,0,0.00778
APP-1173,信息科学,0.02239,建议不资助,0.95522,82.21,0.07802,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.00634
APP-1174,管理科学,0.33329,建议不资助,0.33343,81.7,0.04765,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.23641
APP-1175,工程技术,0.68508,建议资助,0.37017,24.34,0.05088,regular_review,进入常规人工复核,1,0.86306
APP-1176,管理科学,0.10482,建议不资助,0.79036,11.84,0.03201,fast_track,高置信且解释风险较低，可进入快速复核,0,0.19746
APP-1177,工程技术,0.15895,建议不资助,0.6821,59.99,0.04124,fast_track,高置信且解释风险较低，可进入快速复核,0,0.11834
APP-1178,信息科学,0.26254,建议不资助,0.47491,39.61,0.07284,regular_review,进入常规人工复核,0,0.22836
APP-1179,生命科学,0.17544,建议不资助,0.64913,35.54,0.04356,regular_review,进入常规人工复核,0,0.51005
APP-1180,生命科学,0.12632,建议不资助,0.74735,73.7,0.07525,regular_review,进入常规人工复核,0,0.07568
APP-1181,管理科学,0.26057,建议不资助,0.47886,14.87,0.06443,regular_review,进入常规人工复核,0,0.40819
APP-1182,生命科学,0.43124,建议不资助,0.13752,42.67,0.08893,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.2412
APP-1183,生命科学,0.07654,建议不资助,0.84691,62.62,0.03796,regular_review,进入常规人工复核,0,0.12936
APP-1184,生命科学,0.47447,建议不资助,0.05107,30.61,0.04315,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.43932
APP-1185,生命科学,0.14562,建议不资助,0.70875,79.19,0.07876,regular_review,进入常规人工复核,0,0.02232
APP-1186,交叉学科,0.6169,建议资助,0.2338,29.77,0.02826,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.47803
APP-1187,信息科学,0.03117,建议不资助,0.93766,62.5,0.04932,regular_review,进入常规人工复核,0,0.0248
APP-1188,交叉学科,0.13842,建议不资助,0.72316,36.13,0.05281,fast_track,高置信且解释风险较低，可进入快速复核,0,0.2368
APP-1189,生命科学,0.60194,建议资助,0.20389,4.64,0.04078,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.56732
APP-1190,工程技术,0.89433,建议资助,0.78867,52.84,0.02837,fast_track,高置信且解释风险较低，可进入快速复核,1,0.95687
APP-1191,信息科学,0.33172,建议不资助,0.33656,75.48,0.06718,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.14452
APP-1192,信息科学,0.06772,建议不资助,0.86456,47.47,0.04069,fast_track,高置信且解释风险较低，可进入快速复核,0,0.23279
APP-1193,交叉学科,0.47722,建议不资助,0.04556,37.44,0.09255,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.56298
APP-1194,交叉学科,0.69099,建议资助,0.38198,39.67,0.06454,regular_review,进入常规人工复核,1,0.67214
APP-1195,交叉学科,0.10623,建议不资助,0.78754,60.72,0.10557,regular_review,进入常规人工复核,0,0.23158
APP-1196,生命科学,0.05178,建议不资助,0.89643,42.81,0.04521,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02729
APP-1197,信息科学,0.11637,建议不资助,0.76725,66.76,0.10652,regular_review,进入常规人工复核,0,0.25604
APP-1198,工程技术,0.21912,建议不资助,0.56175,57.73,0.06526,regular_review,进入常规人工复核,0,0.16304
APP-1199,信息科学,0.25226,建议不资助,0.49548,39.53,0.08328,regular_review,进入常规人工复核,0,0.20964
APP-1200,管理科学,0.03432,建议不资助,0.93135,83.79,0.0763,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.01276
APP-1201,工程技术,0.14077,建议不资助,0.71847,29.49,0.02672,fast_track,高置信且解释风险较低，可进入快速复核,0,0.52598
APP-1202,工程技术,0.0364,建议不资助,0.9272,64.06,0.05446,regular_review,进入常规人工复核,0,0.0053
APP-1203,交叉学科,0.27173,建议不资助,0.45655,76.64,0.05713,regular_review,进入常规人工复核,0,0.29753
APP-1204,管理科学,0.42135,建议不资助,0.1573,59.58,0.07538,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.04974
APP-1205,生命科学,0.14877,建议不资助,0.70246,59.23,0.03675,fast_track,高置信且解释风险较低，可进入快速复核,0,0.47437
APP-1206,生命科学,0.06146,建议不资助,0.87707,60.61,0.05553,regular_review,进入常规人工复核,0,0.07504
APP-1207,工程技术,0.1184,建议不资助,0.7632,42.57,0.08995,fast_track,高置信且解释风险较低，可进入快速复核,0,0.10639
APP-1208,工程技术,0.72955,建议资助,0.45911,6.4,0.04794,regular_review,进入常规人工复核,1,0.63153
APP-1209,信息科学,0.32392,建议不资助,0.35216,45.01,0.06542,regular_review,进入常规人工复核,1,0.24985
APP-1210,信息科学,0.11916,建议不资助,0.76167,82.92,0.0383,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.12818
APP-1211,管理科学,0.41728,建议不资助,0.16544,75.37,0.08379,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.16581
APP-1212,交叉学科,0.19602,建议不资助,0.60796,51.54,0.06201,regular_review,进入常规人工复核,0,0.13917
APP-1213,工程技术,0.07856,建议不资助,0.84289,65.12,0.0481,regular_review,进入常规人工复核,0,0.12357
APP-1214,信息科学,0.04317,建议不资助,0.91366,56.63,0.06869,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03177
APP-1215,信息科学,0.01507,建议不资助,0.96987,50.59,0.08108,fast_track,高置信且解释风险较低，可进入快速复核,0,0.00952
APP-1216,工程技术,0.44678,建议不资助,0.10644,52.85,0.05664,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.21339
APP-1217,信息科学,0.43843,建议不资助,0.12313,71.56,0.02396,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.51692
APP-1218,工程技术,0.30966,建议不资助,0.38067,39.28,0.08117,regular_review,进入常规人工复核,1,0.25512
APP-1219,工程技术,0.24324,建议不资助,0.51352,55.96,0.07617,regular_review,进入常规人工复核,1,0.17669
APP-1220,生命科学,0.10845,建议不资助,0.7831,67.58,0.04788,regular_review,进入常规人工复核,1,0.08148
APP-1221,生命科学,0.53033,建议资助,0.06066,46.11,0.06761,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.56247
APP-1222,生命科学,0.31016,建议不资助,0.37969,61.62,0.06181,regular_review,进入常规人工复核,0,0.50235
APP-1223,交叉学科,0.77426,建议资助,0.54852,79.34,0.03494,regular_review,进入常规人工复核,1,0.73547
APP-1224,工程技术,0.12541,建议不资助,0.74919,48.47,0.07192,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04988
APP-1225,生命科学,0.02536,建议不资助,0.94928,43.01,0.03686,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0138
APP-1226,交叉学科,0.034,建议不资助,0.932,23.6,0.03242,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04363
APP-1227,工程技术,0.10193,建议不资助,0.79613,28.07,0.05408,fast_track,高置信且解释风险较低，可进入快速复核,0,0.37784
APP-1228,工程技术,0.21805,建议不资助,0.5639,72.02,0.05422,regular_review,进入常规人工复核,0,0.24731
APP-1229,交叉学科,0.64186,建议资助,0.28372,64.49,0.03666,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.58905
APP-1230,生命科学,0.36193,建议不资助,0.27614,30.2,0.09965,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.60354
APP-1231,生命科学,0.13362,建议不资助,0.73276,64.12,0.06869,regular_review,进入常规人工复核,0,0.04054
APP-1232,工程技术,0.35978,建议不资助,0.28045,67.39,0.0492,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.16065
APP-1233,生命科学,0.54793,建议资助,0.09585,68.71,0.05362,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.8865
APP-1234,工程技术,0.03619,建议不资助,0.92762,93.31,0.04066,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.00394
APP-1235,生命科学,0.06145,建议不资助,0.87711,79.41,0.05317,regular_review,进入常规人工复核,0,0.01657
APP-1236,生命科学,0.7104,建议资助,0.42079,36.18,0.04453,regular_review,进入常规人工复核,0,0.52461
APP-1237,生命科学,0.11746,建议不资助,0.76509,64.87,0.06526,regular_review,进入常规人工复核,0,0.03822
APP-1238,信息科学,0.51995,建议资助,0.03991,29.16,0.05567,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.19386
APP-1239,生命科学,0.4676,建议不资助,0.06479,100.0,0.03187,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.04293
APP-1240,生命科学,0.0881,建议不资助,0.8238,25.47,0.03449,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06439
APP-1241,交叉学科,0.02034,建议不资助,0.95932,58.77,0.05676,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05772
APP-1242,信息科学,0.18976,建议不资助,0.62047,50.04,0.10388,regular_review,进入常规人工复核,0,0.06547
APP-1243,信息科学,0.03445,建议不资助,0.93109,48.67,0.04957,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08684
APP-1244,生命科学,0.32158,建议不资助,0.35683,52.82,0.04275,regular_review,进入常规人工复核,0,0.19193
APP-1245,信息科学,0.14934,建议不资助,0.70131,77.24,0.0746,regular_review,进入常规人工复核,1,0.18648
APP-1246,信息科学,0.15518,建议不资助,0.68964,61.33,0.04521,regular_review,进入常规人工复核,0,0.08714
APP-1247,工程技术,0.16098,建议不资助,0.67803,62.13,0.08289,regular_review,进入常规人工复核,0,0.05004
APP-1248,生命科学,0.06828,建议不资助,0.86345,84.64,0.04849,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.08046
APP-1249,交叉学科,0.15294,建议不资助,0.69412,47.63,0.02478,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06468
APP-1250,交叉学科,0.24766,建议不资助,0.50468,67.18,0.04579,regular_review,进入常规人工复核,0,0.03192
APP-1251,生命科学,0.37124,建议不资助,0.25752,32.7,0.067,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.58178
APP-1252,生命科学,0.42956,建议不资助,0.14089,24.26,0.05465,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.25525
APP-1253,生命科学,0.6807,建议资助,0.3614,64.2,0.07198,regular_review,进入常规人工复核,1,0.66433
APP-1254,工程技术,0.1994,建议不资助,0.60119,56.16,0.07742,regular_review,进入常规人工复核,0,0.04
APP-1255,生命科学,0.02336,建议不资助,0.95328,92.93,0.05582,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.01781
APP-1256,交叉学科,0.74727,建议资助,0.49453,40.85,0.03552,regular_review,进入常规人工复核,1,0.50929
APP-1257,管理科学,0.50231,建议资助,0.00462,69.43,0.05976,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.27468
APP-1258,管理科学,0.43284,建议不资助,0.13431,45.09,0.04418,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.16956
APP-1259,工程技术,0.03048,建议不资助,0.93903,66.96,0.06086,regular_review,进入常规人工复核,0,0.01403
APP-1260,交叉学科,0.21759,建议不资助,0.56483,65.38,0.04726,regular_review,进入常规人工复核,0,0.07171
APP-1261,生命科学,0.09226,建议不资助,0.81548,49.45,0.04937,fast_track,高置信且解释风险较低，可进入快速复核,0,0.22025
APP-1262,信息科学,0.67595,建议资助,0.3519,35.19,0.07166,regular_review,进入常规人工复核,1,0.86645
APP-1263,信息科学,0.18494,建议不资助,0.63012,57.26,0.05481,regular_review,进入常规人工复核,0,0.15182
APP-1264,交叉学科,0.02166,建议不资助,0.95668,27.74,0.03772,fast_track,高置信且解释风险较低，可进入快速复核,0,0.01448
APP-1265,工程技术,0.05401,建议不资助,0.89197,57.3,0.04583,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0772
APP-1266,管理科学,0.93551,建议资助,0.87101,6.95,0.05664,fast_track,高置信且解释风险较低，可进入快速复核,1,0.96394
APP-1267,生命科学,0.71128,建议资助,0.42256,42.85,0.05914,regular_review,进入常规人工复核,1,0.84837
APP-1268,交叉学科,0.13229,建议不资助,0.73543,68.08,0.05128,regular_review,进入常规人工复核,0,0.24587
APP-1269,工程技术,0.13908,建议不资助,0.72183,71.02,0.07616,regular_review,进入常规人工复核,0,0.05371
APP-1270,工程技术,0.63324,建议资助,0.26648,17.76,0.08776,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.73696
APP-1271,交叉学科,0.13142,建议不资助,0.73716,61.66,0.06393,regular_review,进入常规人工复核,0,0.1794
APP-1272,信息科学,0.31089,建议不资助,0.37822,27.18,0.04173,regular_review,进入常规人工复核,0,0.07567
APP-1273,信息科学,0.27507,建议不资助,0.44985,42.43,0.09511,regular_review,进入常规人工复核,0,0.28485
APP-1274,工程技术,0.37957,建议不资助,0.24086,76.97,0.08143,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.70996
APP-1275,生命科学,0.20633,建议不资助,0.58735,30.5,0.04282,regular_review,进入常规人工复核,1,0.3263
APP-1276,信息科学,0.14224,建议不资助,0.71552,78.54,0.05576,regular_review,进入常规人工复核,0,0.47454
APP-1277,生命科学,0.64812,建议资助,0.29625,55.14,0.04866,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.65615
APP-1278,生命科学,0.14311,建议不资助,0.71378,59.25,0.06465,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05919
APP-1279,交叉学科,0.31999,建议不资助,0.36002,71.54,0.07159,regular_review,进入常规人工复核,0,0.15304
APP-1280,工程技术,0.07151,建议不资助,0.85699,67.81,0.05396,regular_review,进入常规人工复核,0,0.03983
APP-1281,信息科学,0.08414,建议不资助,0.83173,66.06,0.07291,regular_review,进入常规人工复核,0,0.0386
APP-1282,信息科学,0.2801,建议不资助,0.4398,36.85,0.05198,regular_review,进入常规人工复核,0,0.37304
APP-1283,信息科学,0.04989,建议不资助,0.90022,27.78,0.037,fast_track,高置信且解释风险较低，可进入快速复核,0,0.07498
APP-1284,工程技术,0.41943,建议不资助,0.16113,44.35,0.07959,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.17284
APP-1285,交叉学科,0.05939,建议不资助,0.88122,59.49,0.10506,fast_track,高置信且解释风险较低，可进入快速复核,0,0.10561
APP-1286,交叉学科,0.62411,建议资助,0.24821,24.29,0.04294,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.6216
APP-1287,信息科学,0.10237,建议不资助,0.79526,71.7,0.03256,regular_review,进入常规人工复核,0,0.02965
APP-1288,信息科学,0.28934,建议不资助,0.42133,72.84,0.02874,regular_review,进入常规人工复核,0,0.29276
APP-1289,信息科学,0.31324,建议不资助,0.37353,46.36,0.08037,regular_review,进入常规人工复核,0,0.38884
APP-1290,工程技术,0.12116,建议不资助,0.75768,51.23,0.11066,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08938
APP-1291,工程技术,0.14763,建议不资助,0.70473,67.53,0.08389,regular_review,进入常规人工复核,0,0.0922
APP-1292,工程技术,0.0546,建议不资助,0.89079,58.83,0.05135,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03302
APP-1293,工程技术,0.22941,建议不资助,0.54118,70.2,0.03325,regular_review,进入常规人工复核,0,0.06371
APP-1294,信息科学,0.41717,建议不资助,0.16566,100.0,0.05073,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.24375
APP-1295,信息科学,0.09445,建议不资助,0.81109,53.38,0.07831,fast_track,高置信且解释风险较低，可进入快速复核,0,0.15568
APP-1296,信息科学,0.53591,建议资助,0.07182,37.12,0.05497,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.52217
APP-1297,生命科学,0.71674,建议资助,0.43347,32.74,0.04631,regular_review,进入常规人工复核,1,0.92773
APP-1298,生命科学,0.18445,建议不资助,0.6311,21.84,0.05297,regular_review,进入常规人工复核,0,0.2444
APP-1299,管理科学,0.36496,建议不资助,0.27008,34.85,0.05078,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.24961
APP-1300,信息科学,0.25153,建议不资助,0.49695,63.79,0.07018,regular_review,进入常规人工复核,0,0.30936
APP-1301,生命科学,0.77037,建议资助,0.54074,48.21,0.06715,regular_review,进入常规人工复核,1,0.87683
APP-1302,工程技术,0.14719,建议不资助,0.70562,67.73,0.03317,regular_review,进入常规人工复核,0,0.55179
APP-1303,管理科学,0.35347,建议不资助,0.29305,35.36,0.09799,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.68657
APP-1304,信息科学,0.14381,建议不资助,0.71238,59.11,0.05416,fast_track,高置信且解释风险较低，可进入快速复核,0,0.36293
APP-1305,交叉学科,0.10084,建议不资助,0.79832,67.45,0.04051,regular_review,进入常规人工复核,0,0.02534
APP-1306,交叉学科,0.31496,建议不资助,0.37008,47.15,0.05953,regular_review,进入常规人工复核,0,0.19487
APP-1307,工程技术,0.18294,建议不资助,0.63413,58.7,0.09189,regular_review,进入常规人工复核,0,0.0587
APP-1308,工程技术,0.04398,建议不资助,0.91203,41.19,0.03168,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05177
APP-1309,生命科学,0.10204,建议不资助,0.79591,41.19,0.04023,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06117
APP-1310,交叉学科,0.0706,建议不资助,0.8588,61.07,0.09307,regular_review,进入常规人工复核,0,0.03392
APP-1311,信息科学,0.06357,建议不资助,0.87286,63.81,0.06488,regular_review,进入常规人工复核,0,0.0245
APP-1312,交叉学科,0.11764,建议不资助,0.76471,61.87,0.12931,regular_review,进入常规人工复核,0,0.01625
APP-1313,工程技术,0.06768,建议不资助,0.86463,69.11,0.04995,regular_review,进入常规人工复核,0,0.01616
APP-1314,生命科学,0.60981,建议资助,0.21961,45.02,0.06525,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.77116
APP-1315,生命科学,0.5838,建议资助,0.1676,46.5,0.07231,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.79798
APP-1316,管理科学,0.6282,建议资助,0.2564,44.3,0.04215,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.73952
APP-1317,工程技术,0.2973,建议不资助,0.40539,64.19,0.06934,regular_review,进入常规人工复核,0,0.21378
APP-1318,生命科学,0.01589,建议不资助,0.96823,47.23,0.02977,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05672
APP-1319,管理科学,0.04394,建议不资助,0.91212,52.52,0.08108,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06786
APP-1320,交叉学科,0.61238,建议资助,0.22477,35.59,0.08815,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.81107
APP-1321,工程技术,0.47374,建议不资助,0.05252,29.45,0.05163,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.73247
APP-1322,工程技术,0.59894,建议资助,0.19787,38.81,0.02831,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.46656
APP-1323,生命科学,0.33549,建议不资助,0.32903,58.33,0.07565,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.0949
APP-1324,管理科学,0.11321,建议不资助,0.77359,49.14,0.05979,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12071
APP-1325,信息科学,0.36613,建议不资助,0.26774,51.55,0.09576,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.53581
APP-1326,交叉学科,0.11179,建议不资助,0.77642,63.27,0.04153,regular_review,进入常规人工复核,0,0.0894
APP-1327,信息科学,0.21694,建议不资助,0.56611,79.16,0.04711,regular_review,进入常规人工复核,0,0.18258
APP-1328,工程技术,0.04863,建议不资助,0.90274,40.1,0.06215,fast_track,高置信且解释风险较低，可进入快速复核,0,0.07591
APP-1329,信息科学,0.38658,建议不资助,0.22684,28.32,0.09275,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.51099
APP-1330,生命科学,0.18325,建议不资助,0.63349,68.9,0.07122,regular_review,进入常规人工复核,0,0.26703
APP-1331,管理科学,0.13299,建议不资助,0.73403,50.31,0.08369,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06318
APP-1332,工程技术,0.12205,建议不资助,0.7559,46.33,0.04835,fast_track,高置信且解释风险较低，可进入快速复核,0,0.51822
APP-1333,工程技术,0.1248,建议不资助,0.75041,70.36,0.05426,regular_review,进入常规人工复核,1,0.0258
APP-1334,交叉学科,0.39544,建议不资助,0.20911,44.75,0.08251,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.42254
APP-1335,交叉学科,0.02592,建议不资助,0.94816,72.84,0.03234,regular_review,进入常规人工复核,0,0.00994
APP-1336,交叉学科,0.43619,建议不资助,0.12762,69.89,0.03086,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.13288
APP-1337,生命科学,0.14787,建议不资助,0.70426,100.0,0.02631,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.05069
APP-1338,工程技术,0.02211,建议不资助,0.95578,47.31,0.05699,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02683
APP-1339,交叉学科,0.04894,建议不资助,0.90211,68.74,0.06047,regular_review,进入常规人工复核,0,0.06441
APP-1340,信息科学,0.49522,建议不资助,0.00956,44.99,0.05793,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.49587
APP-1341,生命科学,0.33782,建议不资助,0.32436,73.79,0.03048,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.25159
APP-1342,管理科学,0.00457,建议不资助,0.99086,46.08,0.03023,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0027
APP-1343,工程技术,0.15951,建议不资助,0.68098,71.34,0.05349,regular_review,进入常规人工复核,0,0.04347
APP-1344,工程技术,0.11817,建议不资助,0.76366,53.54,0.07002,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08646
APP-1345,交叉学科,0.18961,建议不资助,0.62078,71.64,0.05218,regular_review,进入常规人工复核,0,0.16088
APP-1346,工程技术,0.53379,建议资助,0.06757,42.39,0.0378,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.65579
APP-1347,信息科学,0.14535,建议不资助,0.7093,34.07,0.04325,fast_track,高置信且解释风险较低，可进入快速复核,0,0.26527
APP-1348,信息科学,0.04769,建议不资助,0.90463,12.36,0.0596,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02679
APP-1349,信息科学,0.08181,建议不资助,0.83637,57.32,0.02884,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08898
APP-1350,生命科学,0.13735,建议不资助,0.72529,37.02,0.0646,fast_track,高置信且解释风险较低，可进入快速复核,1,0.18383
APP-1351,管理科学,0.01766,建议不资助,0.96468,93.91,0.03395,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.01982
APP-1352,交叉学科,0.61389,建议资助,0.22778,54.53,0.0453,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.57073
APP-1353,信息科学,0.12878,建议不资助,0.74243,74.93,0.09046,regular_review,进入常规人工复核,0,0.14794
APP-1354,信息科学,0.07525,建议不资助,0.84949,72.89,0.03822,regular_review,进入常规人工复核,0,0.15304
APP-1355,交叉学科,0.32917,建议不资助,0.34167,55.13,0.05317,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.38515
APP-1356,生命科学,0.84041,建议资助,0.68082,35.27,0.05931,fast_track,高置信且解释风险较低，可进入快速复核,0,0.81022
APP-1357,工程技术,0.07114,建议不资助,0.85772,47.31,0.05949,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05766
APP-1358,工程技术,0.07385,建议不资助,0.85231,72.7,0.06561,regular_review,进入常规人工复核,0,0.17043
APP-1359,管理科学,0.59953,建议资助,0.19905,95.71,0.04168,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.48453
APP-1360,生命科学,0.10707,建议不资助,0.78587,25.3,0.0452,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12631
APP-1361,工程技术,0.28717,建议不资助,0.42566,57.67,0.05991,regular_review,进入常规人工复核,0,0.24885
APP-1362,信息科学,0.22847,建议不资助,0.54306,37.91,0.04293,regular_review,进入常规人工复核,0,0.26618
APP-1363,工程技术,0.27807,建议不资助,0.44386,42.77,0.06687,regular_review,进入常规人工复核,0,0.08709
APP-1364,生命科学,0.09892,建议不资助,0.80216,84.14,0.09159,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.03116
APP-1365,工程技术,0.16301,建议不资助,0.67397,34.61,0.08242,fast_track,高置信且解释风险较低，可进入快速复核,1,0.28035
APP-1366,工程技术,0.11721,建议不资助,0.76558,17.85,0.06748,fast_track,高置信且解释风险较低，可进入快速复核,0,0.23529
APP-1367,生命科学,0.46036,建议不资助,0.07927,60.08,0.0606,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.49054
APP-1368,生命科学,0.11494,建议不资助,0.77012,57.59,0.05509,fast_track,高置信且解释风险较低，可进入快速复核,0,0.18637
APP-1369,生命科学,0.48796,建议不资助,0.02407,43.83,0.0653,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.65698
APP-1370,信息科学,0.19745,建议不资助,0.6051,36.37,0.06595,regular_review,进入常规人工复核,0,0.30682
APP-1371,生命科学,0.75087,建议资助,0.50174,56.75,0.04476,regular_review,进入常规人工复核,0,0.80009
APP-1372,交叉学科,0.40123,建议不资助,0.19753,23.0,0.03425,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.55998
APP-1373,信息科学,0.12891,建议不资助,0.74217,58.44,0.05776,fast_track,高置信且解释风险较低，可进入快速复核,1,0.21149
APP-1374,管理科学,0.1723,建议不资助,0.6554,43.05,0.06371,fast_track,高置信且解释风险较低，可进入快速复核,0,0.21109
APP-1375,交叉学科,0.04204,建议不资助,0.91592,77.74,0.05467,regular_review,进入常规人工复核,0,0.05276
APP-1376,生命科学,0.04612,建议不资助,0.90777,56.37,0.06704,fast_track,高置信且解释风险较低，可进入快速复核,0,0.00701
APP-1377,工程技术,0.08915,建议不资助,0.8217,46.93,0.08087,fast_track,高置信且解释风险较低，可进入快速复核,0,0.13086
APP-1378,交叉学科,0.68083,建议资助,0.36166,45.41,0.04318,regular_review,进入常规人工复核,1,0.20838
APP-1379,工程技术,0.0778,建议不资助,0.8444,11.33,0.06779,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03676
